Query_4274195,WP_256880945.1,79.048,105,21,1,71,382,24,128,1.09e-55,180,92.38,2,0
Query_4274195,WP_256880945.1,95.652,23,1,0,1,69,1,23,0.002,47.0,100.00,1,0
Query_4274195,ELD1608237.1,75.962,104,25,0,71,382,24,127,2.37e-54,176,92.31,2,0
Query_4274195,WP_038929065.1,100.000,84,0,0,131,382,1,84,7.30e-54,174,100.00,2,0
Query_4274195,HGO5655653.1,70.874,103,30,0,71,379,24,126,1.89e-49,164,86.41,2,0
Query_4274195,WP_342090076.1,68.519,108,34,0,59,382,1,108,1.06e-48,161,84.26,2,0
Query_4274195,WP_201621198.1,67.961,103,33,0,71,379,24,126,2.60e-47,159,84.47,2,0
Query_4274195,WP_094319905.1,77.778,90,20,0,71,340,24,113,3.41e-47,158,92.22,2,0
Query_4274195,WP_094319905.1,91.304,23,2,0,1,69,1,23,0.007,45.1,95.65,1,0
Query_4274195,WP_396326656.1,67.961,103,33,0,71,379,21,123,3.59e-47,158,84.47,2,0
Query_4274195,WP_171868618.1,76.404,89,21,0,71,337,24,112,1.11e-45,154,92.13,2,0
Query_4274195,WP_171868618.1,95.652,23,1,0,1,69,1,23,0.001,47.0,100.00,1,0
Query_4274195,WP_329809364.1,76.667,90,21,0,113,382,1,90,2.02e-45,152,91.11,2,0
Query_4274195,STW60505.1,67.961,103,33,0,71,379,182,284,2.72e-45,159,84.47,2,0
Query_4274195,ECB8751950.1,82.500,80,14,0,71,310,24,103,1.42e-44,151,96.25,2,0
Query_4274195,ECB8751950.1,91.304,23,2,0,1,69,1,23,0.005,45.4,95.65,1,0
Query_4274195,WP_277154789.1,67.347,98,32,0,86,379,1,98,4.21e-43,147,84.69,2,0
Query_4274195,WP_016591305.1,100.000,70,0,0,173,382,1,70,6.29e-42,143,100.00,2,0
Query_4274195,WP_117261555.1,68.539,89,28,0,71,337,24,112,5.92e-40,139,85.39,2,0
Query_4274195,WP_016606832.1,100.000,64,0,0,71,262,24,87,3.46e-38,134,100.00,2,0
Query_4274195,WP_016606832.1,95.652,23,1,0,1,69,1,23,8.16e-04,47.0,100.00,1,0
Query_4274195,WP_016595720.1,100.000,64,0,0,71,262,11,74,6.50e-38,133,100.00,2,0
Query_4274195,WP_200853030.1,68.605,86,27,0,122,379,1,86,4.12e-37,131,84.88,2,0
Query_4274195,WP_272449339.1,57.426,101,43,0,71,373,24,124,8.64e-37,132,76.24,2,0
Query_4274195,WP_411512150.1,71.910,89,25,0,107,373,8,96,3.72e-35,131,80.90,2,0
Query_4274195,MEI4927446.1,69.136,81,25,0,74,316,1,81,5.09e-35,126,85.19,2,0
Query_4274195,ECV2402436.1,80.882,68,13,0,71,274,24,91,1.07e-34,125,97.06,2,0
Query_4274195,ECV2402436.1,65.625,32,11,0,1,96,1,32,0.030,42.7,75.00,1,0
Query_4274195,WP_337453937.1,77.465,71,16,0,71,283,13,83,1.58e-34,125,91.55,2,0
Query_4274195,MCZ5371450.1,77.778,72,16,0,167,382,4,75,4.46e-33,121,91.67,2,0
Query_4274195,WP_228940817.1,76.812,69,16,0,71,277,24,92,1.01e-32,120,91.30,2,0
Query_4274195,WP_228940817.1,95.652,23,1,0,1,69,1,23,0.001,47.0,100.00,1,0
Query_4274195,WP_047719659.1,46.000,100,54,0,80,379,27,126,1.53e-32,121,76.00,2,0
Query_4274195,EHT6055109.1,98.246,57,1,0,71,241,24,80,3.45e-32,119,98.25,2,0
Query_4274195,EHT6055109.1,95.652,23,1,0,1,69,1,23,6.49e-04,47.0,100.00,1,0
Query_4274195,WP_077266431.1,45.283,106,58,0,62,379,22,127,1.65e-31,119,69.81,2,0
Query_4274195,WP_256682402.1,42.453,106,61,0,62,379,21,126,6.76e-31,117,69.81,2,0
Query_4274195,EPJ5021548.1,47.000,100,53,0,80,379,27,126,1.55e-30,116,71.00,2,0
Query_4274195,SAW28104.1,46.000,100,54,0,80,379,20,119,3.45e-30,115,72.00,2,0
Query_4274195,WP_228259226.1,46.000,100,54,0,80,379,36,135,4.51e-30,115,72.00,2,0
Query_4274195,HFS6850573.1,68.493,73,23,0,161,379,1,73,8.69e-30,112,84.93,2,0
Query_4274195,WP_228710079.1,46.000,100,54,0,80,379,27,126,1.02e-29,114,71.00,2,0
Query_4274195,WP_219845653.1,66.234,77,26,0,71,301,24,100,6.02e-28,106,76.62,2,0
Query_4274195,WP_219845653.1,73.333,30,8,0,1,90,1,30,6.02e-28,47.0,80.00,1,0
Query_4274195,WP_319852973.1,41.509,106,62,0,62,379,22,127,6.87e-28,109,66.98,2,0
Query_4274195,HGL3854464.1,43.000,100,57,0,80,379,27,126,1.04e-27,109,71.00,2,0
Query_4274195,HHT4259126.1,40.000,100,60,0,80,379,27,126,1.50e-27,108,74.00,2,0
Query_4274195,QJK83856.1,61.446,83,31,1,131,379,16,97,1.92e-27,107,79.52,2,0
Query_4274195,WP_019250667.1,100.000,48,0,0,71,214,24,71,9.22e-27,102,100.00,2,0
Query_4274195,WP_019250667.1,95.652,23,1,0,1,69,1,23,9.22e-27,47.0,100.00,1,0
Query_4274195,CHL94870.1,98.000,50,1,0,233,382,1,50,1.30e-26,103,100.00,2,0
Query_4274195,EAW6536983.1,81.818,55,10,0,71,235,24,78,3.26e-26,103,98.18,2,0
Query_4274195,EAW6536983.1,65.625,32,11,0,1,96,1,32,0.024,42.7,75.00,1,0
Query_4274195,MEX1716932.1,77.778,63,14,0,194,382,1,63,4.72e-26,103,88.89,2,0
Query_4274195,WP_099139911.1,44.231,104,58,0,71,382,24,127,6.37e-26,104,65.38,2,0
Query_4274195,MCJ8600990.1,45.192,104,57,0,71,382,24,127,7.99e-25,102,64.42,2,0
Query_4274195,HGH5398752.1,42.308,104,60,0,71,382,24,127,2.14e-24,100,62.50,2,0
Query_4274195,WP_228296867.1,71.667,60,17,0,71,250,22,81,3.69e-24,99.0,86.67,2,0
Query_4274195,WP_289450154.1,69.355,62,19,0,71,256,24,85,4.53e-24,98.6,83.87,2,0
Query_4274195,WP_143707592.1,41.346,104,61,0,71,382,26,129,6.67e-24,99.8,63.46,2,0
Query_4274195,WP_284127691.1,46.226,106,55,1,62,379,21,124,2.04e-23,98.2,65.09,2,0
Query_4274195,EOZ8747949.1,71.698,53,15,0,71,229,24,76,1.33e-22,89.7,88.68,2,0
Query_4274195,EOZ8747949.1,91.304,23,2,0,1,69,1,23,1.33e-22,45.8,100.00,1,0
Query_4274195,MEW2741563.1,36.290,124,79,0,5,376,2,125,1.46e-22,96.3,58.06,2,0
Query_4274195,WP_136134606.1,41.176,102,60,0,71,376,24,125,1.63e-22,95.9,62.75,2,0
Query_4274195,HEN9776242.1,65.625,64,22,0,188,379,1,64,1.77e-22,94.0,82.81,2,0
Query_4274195,WP_181374649.1,35.484,124,80,0,5,376,4,127,2.41e-22,95.5,58.87,2,0
Query_4274195,WP_099110288.1,41.176,102,60,0,71,376,26,127,4.69e-22,94.7,63.73,2,0
Query_4274195,MFH7098096.1,71.429,56,16,0,71,238,24,79,8.66e-22,92.8,87.50,2,0
Query_4274195,WP_241545184.1,39.216,102,62,0,71,376,24,125,3.94e-20,90.1,57.84,2,0
Query_4274195,HGF4819228.1,84.444,45,7,0,248,382,1,45,2.43e-18,83.2,93.33,2,0
Query_4274195,WP_067370676.1,34.862,109,71,0,50,376,17,125,7.61e-18,84.0,56.88,2,0
Query_4274195,HGW6818178.1,63.158,57,21,0,209,379,1,57,1.28e-17,81.6,80.70,2,0
Query_4274195,WP_268652399.1,80.000,35,7,0,71,175,24,58,5.19e-16,68.9,94.29,2,0
Query_4274195,WP_268652399.1,100.000,21,0,0,7,69,3,23,5.19e-16,44.7,100.00,1,0
Query_4274195,HBX7219542.1,39.726,73,44,0,161,379,1,73,2.45e-15,76.3,68.49,2,0
Query_4274195,WP_016603560.1,100.000,27,0,0,71,151,24,50,1.72e-14,61.2,100.00,2,0
Query_4274195,WP_016603560.1,95.652,23,1,0,1,69,1,23,1.72e-14,47.0,100.00,1,0
Query_4274195,WP_323849595.1,73.171,41,11,0,71,193,24,64,1.72e-14,73.2,87.80,2,0
Query_4274195,WP_323849595.1,46.875,32,17,0,1,96,1,32,1.72e-14,35.0,68.75,1,0
Query_4274195,MEE3154025.1,36.170,94,60,0,80,361,28,121,3.17e-14,74.7,56.38,2,0
Query_4274195,WP_426883082.1,82.759,29,5,0,71,157,24,52,4.00e-14,60.1,96.55,2,0
Query_4274195,WP_426883082.1,95.652,23,1,0,1,69,1,23,4.00e-14,47.0,100.00,1,0
Query_4274195,QRN76050.1,83.784,37,6,0,272,382,1,37,5.29e-14,72.0,97.30,2,0
Query_4274195,WP_369104118.1,39.241,79,48,0,71,307,24,102,4.19e-13,71.6,60.76,2,0
Query_4274195,HHD2873128.1,40.541,74,44,0,62,283,22,95,1.84e-12,69.3,60.81,2,0
Query_4274195,WP_207104134.1,34.314,102,67,0,62,367,21,122,2.96e-12,69.7,55.88,2,0
Query_4274195,WP_093294911.1,33.663,101,67,0,50,352,18,118,4.70e-12,69.3,49.50,2,0
Query_4274195,WP_375292222.1,35.165,91,59,0,80,352,28,118,1.11e-11,68.6,56.04,2,0
Query_4274195,WP_227645226.1,72.222,36,10,0,71,178,24,59,1.16e-11,63.5,86.11,2,0
Query_4274195,WP_227645226.1,46.875,32,17,0,1,96,1,32,1.16e-11,35.0,68.75,1,0
Query_4274195,HIJ2225912.1,34.694,98,64,0,50,343,18,115,2.96e-11,67.4,54.08,2,0
Query_4274195,WP_339118973.1,34.314,102,67,0,74,379,25,126,1.56e-10,65.5,50.98,2,0
Query_4274195,MCD9436694.1,72.222,36,10,0,272,379,1,36,2.06e-10,62.8,91.67,2,0
Query_4274195,HFI8359153.1,90.909,22,2,0,71,136,24,45,6.25e-10,47.0,90.91,2,0
Query_4274195,HFI8359153.1,91.304,23,2,0,1,69,1,23,6.25e-10,45.8,100.00,1,0
Query_4274195,WP_253399758.1,33.645,107,64,2,80,382,27,132,6.95e-10,63.9,53.27,2,0
Query_4274195,NQZ53219.1,36.082,97,60,2,65,352,23,118,3.00e-09,62.0,56.70,2,0
Query_4274195,MEX6316110.1,38.571,70,43,0,71,280,24,93,6.10e-09,60.8,60.00,2,0
Query_4274195,HHG9326106.1,83.333,30,5,0,293,382,1,30,7.68e-09,58.5,96.67,2,0
Query_4274195,WP_457508535.1,30.097,103,72,0,74,382,25,127,2.28e-08,59.7,49.51,2,0
Query_4274195,WP_158609935.1,44.898,49,27,0,80,226,1,49,1.52e-07,55.5,69.39,2,0
Query_4274195,HGC4962979.1,95.652,23,1,0,1,69,1,23,1.99e-07,47.0,100.00,1,0
Query_4274195,HGC4962979.1,82.353,17,3,0,71,121,24,40,1.99e-07,37.4,94.12,2,0
Query_4274195,MCP6060215.1,83.333,24,4,0,71,142,24,47,2.40e-07,48.9,91.67,2,0
Query_4274195,MCP6060215.1,65.217,23,8,0,1,69,1,23,2.40e-07,35.0,82.61,1,0
Query_4274195,WP_060772480.1,36.607,112,57,5,74,379,25,132,5.48e-07,56.2,53.57,2,0
Query_4274195,EDR36833.1,96.000,25,1,0,145,71,1,25,7.02e-07,53.9,100.00,-1,0
Query_4274195,EDR36833.1,57.143,42,18,0,129,4,6,47,3.56e-05,49.7,64.29,-2,0


